"","DEGREE CENTRALITY","BETWEENNESS CENTRALITY","ClOSENESS CENTRALITY","EIGENVECTGOR CENTRALITY"
"1000000287",1,1,9.0261562664135e-08,0.0199196920414309
"1000000288",2,1,9.0261562664135e-08,0.000397424789175364
"1000000289",1,1,9.0261562664135e-08,0.0199196920414309
"1000000290",1,1,9.0261562664135e-08,0.0199196920414309
"1000000291",1,1,9.0261562664135e-08,0.0199196920414309
"1000000292",1,1,9.0261562664135e-08,0.0199196920414309
"1000000293",1,1,9.0261562664135e-08,0.0199196920414309
"1000000294",2,1,9.0261562664135e-08,0.0199275991958372
"1000000295",1,1,9.0261562664135e-08,0.0199196920414309
"1000000296",1,1,9.0261562664135e-08,0.0199196920414309
"1000000297",1,1,9.0261562664135e-08,0.000397267030704144
"1000000298",1,1,9.0261562664135e-08,0.000397267030704144
"1000000299",1,1,9.0261562664135e-08,0.0199196920414309
"1000000300",1,1,9.0261562664135e-08,0.0199196920414309
"1000000301",1,1,9.0261562664135e-08,0.0199196920414309
"1000000302",3,1,9.0261562664135e-08,0.0199355157739988
"1000000303",1,1,9.0261562664135e-08,0.0199196920414309
"1000000304",2,1,9.0261562664135e-08,0.0199275991958372
"1000000305",4,1,9.0261562664135e-08,0.0199434323521604
"1000000306",3,1,9.0261562664135e-08,0.0199355126302522
"1000000307",1,1,9.0261562664135e-08,0.000397267093351496
"1000000308",1,1,9.0261562664135e-08,0.0199196920414309
"1000000309",1,1,9.0261562664135e-08,0.0199196920414309
"1000000310",1,1,9.0261562664135e-08,0.000397267030704144
"1000000311",1,1,9.0261562664135e-08,0.000397267093351496
"1000000312",1,1,9.0261562664135e-08,0.0199196920414309
"1000000313",1,1,9.0261562664135e-08,0.0199196920414309
"1000000314",1,1,9.0261562664135e-08,0.0199196920414309
"1000000315",1,1,9.0261562664135e-08,0.0199196920414309
"1000000316",1,1,9.0261562664135e-08,0.0199196920414309
"1000000317",1,1,9.0261562664135e-08,0.0199196920414309
"1000000318",1,1,9.0261562664135e-08,0.000397267030704144
"1000000319",1,1,9.0261562664135e-08,0.000397267030704144
"1000000320",1,1,9.0261562664135e-08,0.000396951639106142
"1000000321",1,1,9.0261562664135e-08,0.0199196920414309
"1000000322",2,1,9.0261562664135e-08,0.0199275991958372
